brand,cpu_type,cpu_speed,max_cpu_speed,gpu_type,ram_type,ram,ram_speed,storage,screen_size,resolution,webcam,num_sd_slot,material,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,ppi,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,new_warranty,used_warranty,used_price
Asus,i5,1.8-2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,,0,Nhựa,Windows,Smart AMP,5.1,Wi-Fi 6,2.3,25.8,275.0,360.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,0,24,17.0,20500000.0
Asus,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,,0,Nhựa,Windows,Smart AMP,5.1,Wi-Fi 6,2.3,25.8,275.0,360.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,0,24,12.0,22500000.0
Asus,R9,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,3200.0,1 TB,14.0,> Full HD,,0,Nhựa + kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.7,19.9,220.0,324.0,2021.0,209.8006828649808,1,0,0,1,0,0,0,1,24,23.0,44540000.0
Asus,i5,>2.5,>4.2,NVIDIA RTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2020.0,141.21199808219862,1,1,0,0,0,0,0,1,24,12.0,20580000.0
Asus,i7,1.8-2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,141.21199808219862,1,1,0,0,0,0,0,1,24,20.5,24740000.0
Asus,i5,>2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,24,22.0,22920000.0
Asus,i7,1.8-2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,24,22.0,25130000.0
Asus,i5,1.8-2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.0,Wi-Fi 6,2.3,24.9,256.0,359.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,1,24,20.5,19100000.0
Asus,i7,>2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,,0,Nhựa + kim loại,Windows,DTS,5.1,Wi-Fi 6,2.0,19.9,252.0,360.0,2021.0,141.21199808219862,1,1,0,0,0,0,0,1,24,20.5,26050000.0
Asus,i7,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,3200.0,512 GB,15.6,Full HD,,0,Nhựa + kim loại,Windows,DTS,5.1,Wi-Fi 6,2.0,19.9,252.0,360.0,2021.0,141.21199808219862,1,1,0,0,0,0,0,1,24,20.0,28500000.0
Asus,i5,>2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,Others,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.6,23.9,269.0,399.0,2021.0,127.33567457123112,1,1,0,0,0,0,0,1,24,12.0,20950000.0
Asus,i7,1.8-2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,Others,Full HD,HD,0,Nhựa + kim loại,Windows,DTS,5.2,Wi-Fi 6,2.6,23.9,269.0,399.0,2021.0,127.33567457123112,1,1,0,0,0,0,0,1,24,21.0,27930000.0
Asus,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,SonicMaster,4.2,Wi-Fi 5,1.406,19.5,212.0,322.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,0,24,16.0,10840000.0
Asus,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,2400.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.5,19.0,212.0,322.0,2019.0,157.3505121487356,0,0,0,1,0,0,0,1,24,12.0,9890000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2021.0,157.3505121487356,0,0,0,1,0,0,0,1,24,21.5,14290000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2021.0,157.3505121487356,0,0,0,1,0,0,0,1,24,21.0,13960000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,19.0,16580000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,21.0,16330000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,15.5,14650000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,20.5,14320000.0
Asus,i3,>2.5,3.5-4.2,Intel,,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,15.5,13330000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2021.0,141.21199808219862,0,0,0,1,0,0,0,0,24,22.0,17630000.0
Asus,i5,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,141.21199808219862,0,0,0,1,0,0,0,0,24,20.5,18060000.0
Asus,i3,>2.5,3.5-4.2,Intel,LPDDR4X,4.0,4266.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Harman,5.0,Wi-Fi 6,1.5,18.7,220.0,324.0,2021.0,157.3505121487356,1,1,1,1,0,0,0,0,24,22.0,14100000.0
Asus,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2666.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Harman,4.2,Wi-Fi 5,1.8,21.9,248.0,359.0,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,10.5,19070000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,8.0,2400.0,256 GB,14.0,Full HD,VGA,1,Kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.4,18.0,226.0,323.0,2018.0,157.3505121487356,1,0,0,1,0,0,0,1,24,11.0,15260000.0
Asus,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2400.0,HDD 1 TB,15.6,Full HD,VGA,1,Kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,141.21199808219862,1,0,0,1,0,0,0,0,24,9.0,14070000.0
Asus,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,2400.0,HDD 1 TB,15.6,Full HD,HD,1,Kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,141.21199808219862,1,0,0,1,0,0,0,1,24,3.0,10090000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.76,18.0,243.5,361.4,2018.0,141.21199808219862,1,0,0,1,0,0,0,0,24,13.0,14490000.0
Asus,i7,1.8-2.5,>4.2,NVIDIA MX,DDR4,8.0,2400.0,HDD 1 TB,15.6,Full HD,HD,1,Kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.5,361.4,2018.0,141.21199808219862,1,0,0,1,0,0,0,0,24,6.0,15600000.0
Asus,i5,<1.8,<3.5,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,15.6,Full HD,HD,1,Kim loại,Windows,SonicMaster,4.2,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,141.21199808219862,1,0,0,1,0,0,0,0,24,3.0,12510000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,16.1,233.8,359.8,2021.0,141.21199808219862,1,1,0,1,0,0,0,1,24,18.5,16920000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.8,16.1,233.8,359.8,2021.0,141.21199808219862,1,1,0,1,0,0,0,1,24,19.0,17430000.0
Asus,R7,1.8-2.5,3.5-4.2,AMD,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.5,18.2,220.0,324.0,2021.0,157.3505121487356,1,0,1,0,0,0,0,0,24,22.5,17720000.0
Asus,i5,<1.8,<3.5,Intel,DDR4,4.0,2400.0,HDD 1 TB,14.0,< Full HD,HD,1,Nhựa,Windows,SonicMaster,,,1.55,22.9,,,,111.93520355955212,0,0,0,1,0,0,0,1,24,12.0,10390000.0
Asus,i7,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,14.0,< Full HD,VGA,1,Nhựa,Windows,SonicMaster,,,1.54,21.9,246.0,328.0,2018.0,111.93520355955212,0,0,0,1,0,0,0,1,24,6.0,11950000.0
Asus,i7,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,14.0,< Full HD,VGA,1,Nhựa,Windows,SonicMaster,,,1.54,21.9,246.0,328.0,2018.0,111.93520355955212,0,0,0,1,0,0,0,1,24,15.5,13910000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,512 GB,14.0,Full HD,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,20.0,11910000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,512 GB,14.0,Full HD,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,21.0,12820000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,20.5,15280000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,24,20.5,15280000.0
Asus,i7,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,15.6,< Full HD,VGA,1,Nhựa,Windows,Realtek,,,1.8,21.9,266.0,365.0,2018.0,100.45466986113652,0,0,0,1,0,0,0,1,24,11.5,13300000.0
Asus,i7,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,4.0,2400.0,HDD 1 TB,15.6,Full HD,VGA,1,Nhựa,Windows,Realtek,,,1.8,21.9,266.0,365.0,2018.0,141.21199808219862,0,0,0,1,0,0,0,0,24,12.5,13690000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,8.0,2666.0,512 GB,15.6,Full HD,VGA,1,Nhựa,Windows,SonicMaster,4.2,Wi-Fi 5,1.73,22.9,234.9,360.2,2019.0,141.21199808219862,0,0,0,1,0,0,0,1,24,14.0,13920000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,256 GB,15.6,Full HD,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2021.0,141.21199808219862,0,0,0,1,0,0,0,1,24,22.0,12250000.0
Asus,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,256 GB,15.6,Full HD,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,16.0,10670000.0
Asus,i5,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,19.5,16320000.0
Asus,pentium,<1.8,<3.5,Intel,DDR4,4.0,2666.0,512 GB,15.6,Full HD,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,141.21199808219862,0,0,0,1,0,0,0,1,24,22.5,8860000.0
Asus,i7,1.8-2.5,>4.2,Intel,DDR3L,8.0,2133.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Realtek,5.0,Wi-Fi 5,1.25,16.9,189.0,302.0,2018.0,165.6321180513006,1,0,0,0,0,0,1,0,24,5.0,19680000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR3L,8.0,2133.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 5,1.19,16.9,189.0,302.0,2019.0,165.6321180513006,1,0,0,0,0,0,1,1,24,9.0,17200000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR3L,8.0,2133.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,157.3505121487356,1,0,0,0,0,0,1,1,24,9.0,17970000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,DDR3L,8.0,2133.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,157.3505121487356,1,0,0,0,0,0,1,1,24,5.0,18580000.0
Asus,i5,1.8-2.5,3.5-4.2,NVIDIA MX,LPDDR4X,8.0,4267.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.62,17.3,222.0,324.0,2021.0,157.3505121487356,1,1,1,0,0,0,1,1,24,19.0,29920000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA MX,LPDDR3,8.0,2133.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 5,1.35,18.5,189.0,302.1,2019.0,165.6321180513006,1,0,0,0,0,0,1,0,24,7.0,22400000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4267.0,512 GB,13.3,Full HD,HD,0,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.3,11.9,211.0,305.0,2021.0,165.6321180513006,1,1,1,0,0,0,1,0,24,22.0,24690000.0
Asus,i7,>2.5,>4.2,Intel,LPDDR4X,16.0,4266.0,512 GB,13.3,Full HD,HD,0,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.3,11.9,211.0,305.0,2021.0,165.6321180513006,1,1,1,0,0,0,1,0,24,22.0,29980000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4267.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.11,13.9,203.0,304.0,2020.0,165.6321180513006,1,1,0,0,0,0,1,1,24,16.5,19330000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4267.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.14,13.9,203.0,304.2,2021.0,165.6321180513006,1,1,0,0,0,0,1,0,24,21.5,21310000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4266.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,157.3505121487356,1,1,0,0,0,0,1,1,24,12.0,19550000.0
Asus,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4266.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,157.3505121487356,1,1,0,0,0,0,1,1,24,19.0,20510000.0
Asus,i7,>2.5,>4.2,Intel,LPDDR4X,16.0,4266.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,157.3505121487356,1,1,0,0,0,0,1,1,24,22.5,27210000.0
Asus,i5,<1.8,3.5-4.2,Intel,DDR3L,8.0,2133.0,256 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,157.3505121487356,1,0,0,0,0,0,1,1,24,12.0,17810000.0
Asus,i7,1.8-2.5,>4.2,NVIDIA MX,LPDDR3,16.0,2133.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Harman,5.0,Wi-Fi 6,1.26,18.2,199.0,319.0,2019.0,157.3505121487356,1,0,0,0,0,0,1,1,24,12.0,24940000.0
Asus,i5,<1.8,3.5-4.2,Intel,LPDDR3,8.0,2133.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,TrueHarmony,5.0,Wi-Fi 6,1.26,18.2,199.0,319.0,2019.0,157.3505121487356,1,0,0,0,0,0,1,1,24,4.5,17210000.0
Asus,i5,<1.8,3.5-4.2,NVIDIA GTX,DDR4,8.0,2400.0,256 GB,15.6,Full HD,HD,1,Kim loại,Windows,Realtek,5.0,Wi-Fi 5,1.6,17.9,220.0,354.0,2018.0,141.21199808219862,1,0,0,0,0,0,1,1,24,5.5,16540000.0
Dell,i7,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,,5.0,Wi-Fi 6,2.65,31.13,254.0,364.46,2020.0,141.21199808219862,1,1,0,1,0,0,0,1,12,4.0,26450000.0
Dell,R7,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa,Windows,Nahimic,5.2,Wi-Fi 6,2.81,26.9,272.1,357.2,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,12,10.5,29150000.0
Dell,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,5.0,Wi-Fi 5,2.56,30.96,254.0,364.46,2020.0,141.21199808219862,1,0,0,1,0,0,0,0,12,8.0,23180000.0
Dell,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,5.0,Wi-Fi 5,2.58,30.96,254.0,364.46,2020.0,141.21199808219862,1,0,0,0,0,0,0,0,12,10.5,26180000.0
Dell,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,5.0,Wi-Fi 6,2.58,30.96,254.0,364.46,2020.0,141.21199808219862,1,1,0,1,0,0,0,0,12,8.5,26780000.0
Dell,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,5.0,Wi-Fi 6,2.58,30.96,254.0,364.46,2020.0,141.21199808219862,1,1,0,1,0,0,0,0,12,10.5,27930000.0
Dell,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,4.2,Wi-Fi 5,2.55,28.18,254.0,364.46,2020.0,141.21199808219862,1,0,0,1,0,0,0,1,12,10.0,24620000.0
Dell,R5,>2.5,3.5-4.2,AMD,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Nahimic,5.0,Wi-Fi 5,2.5,30.9,254.0,364.46,2020.0,141.21199808219862,1,0,0,0,0,0,0,1,12,10.0,22460000.0
Dell,i3,1.8-2.5,3.5-4.2,Intel,LPDDR4X,8.0,4267.0,256 GB,13.3,> Full HD,HD,0,Kim loại,Windows,Realtek,5.1,Wi-Fi 6,1.28,15.9,210.0,296.78,2021.0,170.23725351079585,1,1,0,1,0,0,0,1,12,9.0,15990000.0
